ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Henan,2023-2-20 8:24,产检免费了？,15,0,"['产检', '自费', '免费', '老公', '产检费', '精神', '医院', '好像', '空缺', '费用']","['老公 产检 自费', '老公 产检 自费', '老公 产检 自费']",Financial Cost,Healthcare
Hubei,2024-6-12 17:17,未婚妈妈有福了,10,0,"['单亲', '单亲家庭', '妈妈', '单身', '双亲', '家庭', '成长', '爸爸', '心理', '父爱']","['支持 单亲 妈妈', '单亲 妈妈', '喊 单亲 妈妈']",Individualism,Traditional Family
Zhejiang,2023-7-11 17:39,太酷了,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Jiangsu,2023-2-19 21:07,还是不要结婚比较好，结婚成本太大了，没有那个能力,28,0,"['结婚', '不结', '不用', '不想', '婚姻', '恐婚', '后悔', '结过婚', '以后', '结婚的人']","['没 结婚', '早 结婚', '早 结婚']",Deinstitutionalization of Marriage,Marriage
Guangdong,2023-7-18 10:03,这跟道德底线有什么关联呢？孩子的出生是在父母手里还是在国家手里？,174,1,"['影响', '犯罪', '考公', '政审', '犯事', '婚生子', '案底', '父亲', '当兵', '子女']","['三生 孩子 原配 孩子 爹 犯罪 影响 原配 孩子 影响 私生子 以后 结婚 恋爱 生子 就行', '父亲 犯罪 原配 孩子 受 影响 孩子 受 孩子 继承权', '没有 考虑 原配 父亲 犯罪 原配 孩子 影响 不能 考公 私生子 考公 不说']",Deinstitutionalization of Marriage,Legislation
Zhejiang,2024-6-12 22:15,现在才明白，所以太优秀了对婚姻不好,28,0,"['结婚', '不结', '不用', '不想', '婚姻', '恐婚', '后悔', '结过婚', '以后', '结婚的人']","['没 结婚', '早 结婚', '早 结婚']",Deinstitutionalization of Marriage,Marriage
Jiangxi,2023-8-29 19:07,问一下那个男的愿意当这个大渊种,13,0,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Xinjiang,2023-2-19 18:17,一个只玩游戏的爸爸会带给孩子怎么样教育理念和成长过程？,165,0,"['教育', '家规', '作业', '这是', '素质', '主动', '礼貌', '问好', '不嫉妒', '没大没小']","['珂 珂 教育 太', '孩子 教育 真', '真 教育 孩子']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-2-19 23:12,我结婚了又怎样，产检的时候还不是被医院备注单亲妈妈,15,0,"['产检', '自费', '免费', '老公', '产检费', '精神', '医院', '好像', '空缺', '费用']","['老公 产检 自费', '老公 产检 自费', '老公 产检 自费']",Financial Cost,Healthcare
Shanghai,2024-6-8 11:17,你不在上海吧，上海相亲男女比例1比20,68,0,"['单身', '大龄', '剩女', '硕士', '光棍', '孤独', '88', '未婚', '学历', '付费']","['帅 单身', '单身', '单身']",Deinstitutionalization of Marriage,Marriage
Guangdong,2023-7-18 1:31,宁愿有钱人纳妾，这种没有父亲的迟早要乱套。,1,1,"['父留子', '留子', '去母', '父留', '母留子', '去夫', '哈哈哈', '经济', '支持', '想法']","['笑 死 父留子', '“ 父留子 ”', '“ 父留子 ”']",Individualism,Individualism
Chongqing,2024-6-12 5:16,就算结婚了 我看女的结婚 离婚时啥也没有的也不在少数,116,0,"['离婚', '离婚率', '冷静', '婚姻', '离异', '起诉', '离婚证', '咱俩', '单方面', '可怕']","['离婚', '离婚', '离婚']",Deinstitutionalization of Marriage,Legislation
Beijing,2023-12-12 8:34,完了完了，我陷进去了,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Shanghai,2024-6-11 21:42,不用解释，你是最棒的,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Jiangxi,2023-7-4 9:39,希望我的女儿们以后都能自强自立自尊自爱过的快乐，如果一个人可以做到这些的话，那么结不结婚都是一样，真的不希望她们长大了不过得跟她妈妈我这样有洗不完的衣服搞不完的家务带不完的娃,66,0,"['女儿', '儿子', '闺女', '生个', '两个', '以后', '将来', '02', '儿女', '三儿']","['想 女儿 以后 结婚 生 孩子 想', '想 女儿', '女儿 想']",Reproduction,Carry on the Family Line
Shaanxi,2023-7-18 11:49,在哪里能领,69,0,"['广东', '不领', '领到', '没领', '广西', '领了', '别领', '能领', '再领', '免费']","['广东', '没有 广东', '广东 免费']",Deinstitutionalization of Marriage,Legislation
Shandong,2023-7-18 8:38,这还能拿出来宣传吗，道德底线在那,104,1,"['底线', '道德', '毫无', '降低', '宣传', '上位', '没有', '下限', '突破', '标准']","['道德 底线 没', '没 道德 底线', '没 道德 没 底线']",Deinstitutionalization of Marriage,Morality
Shandong,2023-7-18 9:29,这样好，婚姻和生育是两件事。婚姻法保护的都是男性利益。女性可以生育自己的孩子，不需要伺候男性和他一大家子。,117,0,"['生育权', '女性', '权利', '自由', '生育', '沦为', '权益', '女权', '剥夺', '妇女']","['支持 女性 单身 生育权 生育权 本来 女性 权利 结婚 拥有 需要 允许', '生育权 自由', '女性 生育权 ?']",Individualism,Gender Equality
Guangdong,2024-6-12 13:08,这不都是好处吗,103,0,"['好处', '六个', '那就好', '感觉', 'li', '六大', 'get', '稀罕', '好点', '一分']","['好处', '好处', '好处']",Individualism,Diversity
Zhejiang,2023-7-18 8:16,有句话叫厚颜无耻！！！,89,1,"['无耻', '礼义廉耻', '不要脸', '廉耻', '不以为耻', '至极', '礼仪之邦', '厚颜无耻', '不知廉耻', '印度']","['真 无耻', '无耻', '礼义廉耻 无耻']",Deinstitutionalization of Marriage,Morality
Beijing,2023-3-5 19:57,所有的一切，不过是人类社会自己制定的规则。,81,0,"['全国', '规矩', '规定', '推广', '放开', '普及', '允许', '各地', '人定', '不成方圆']","['全国 普及 一下', '支持 全国 推广', '普及 全国']",Deinstitutionalization of Marriage,Legislation
Jiangsu,2023-2-19 20:43,这是让小三转正吗,4,1,"['严浩翔', '伟大', '推恩', '开绿灯', '林子', '暧昧', '泰裤', '操作', '黄色', '裂开']","['严浩翔 以后 不能 捐 一个', '严浩翔 捐 一个', '严浩翔 捐 一个']",Financial Cost,Healthcare
Hubei,2024-5-30 20:54,大女儿二女儿都是剖腹产吗？还是顺产？,66,0,"['女儿', '儿子', '闺女', '生个', '两个', '以后', '将来', '02', '儿女', '三儿']","['想 女儿 以后 结婚 生 孩子 想', '想 女儿', '女儿 想']",Reproduction,Carry on the Family Line
Hebei,2023-10-3 9:32,这样对男性女性都很友好,13,0,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Jiangxi,2024-1-3 22:56,可以推荐吗,59,0,"['视频', '推荐', '刷到', '会刷', '看到', '关注', '能刷', '这条', '为啥', '这种']","['视频', '� � 视频', '推 视频']",Deinstitutionalization of Marriage,Morality
Jiangsu,2024-6-12 0:47,私生子也有继承权,20,1,"['继承权', '继承', '私生子', '财产', '遗产', '生父', '享有', '婚生子', '非婚生子', '遗嘱']","['私生子 继承权', '私生子 继承权', '搜 私生子 继承权']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-6-29 1:13,反正横竖都是被针扎啦,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Yunnan,2023-2-14 12:40,感觉是对结婚证最大的侮辱,90,1,"['结婚证', '意义', '婚礼', '证明', '一张', '只能', '没用', '张纸', '干嘛', '捆住']","['想 结婚证', '结婚证', '补 结婚证']",Deinstitutionalization of Marriage,Marriage
Zhejiang,2023-7-16 16:23,没错就该这样,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Shandong,2024-6-11 14:48,怎么听起来全是优点,186,0,"['听到', '优点', '缺点', '起来', '全是', '听见', '一听', '听懂', '无可奈何', '小声点']","['没 听到 缺点', '没 听到 缺点', '没 听到 缺点 全是 优点']",Individualism,Diversity
Gansu,2023-7-23 3:53,田柾国麻溜的,61,0,"['哈哈哈', '哈哈哈哈', '专用', '热度', '我天', '思聪', '快来', '码住', '四眼', '来来来']","['哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈']",Individualism,Diversity
Hubei,2024-3-12 7:25,不拿证 他的外债不是我的,129,0,"['证据', '证明', '必要', '有证', '提供', '没证', '相关', '予以', '无证', '驾驶']","['提供 必要 证据', '必要 证据', '“ ” 提供 必要 证据 证明 “ 须 ” 必须 “ 须 ”']",Deinstitutionalization of Marriage,Legislation
Hunan,2023-7-18 6:29,这是鼓励有钱人在外多包养多生孩，这样发展下去单身人越来越多,16,1,"['三妻四妾', '一夫多妻', '有钱人', '富人', '富豪', '一妻多夫', '穷人', '纳妾', '老婆', '变相']","['以后 三妻四妾', '三妻四妾', '三妻四妾']",Deinstitutionalization of Marriage,Morality
Qinghai,2024-6-16 9:50,可以不结婚试管啊,12,0,"['试管', '试管婴儿', '国内', '单身', '未婚', '允许', '移植', '医院', '取卵', '受孕']","['试管', '试管', '试管']",Financial Cost,Healthcare
Chongqing,2024-6-11 19:52,男人的嘴，骗人的鬼，最好是不要找带孩子的男人，,19,1,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Shanxi,2023-7-18 17:27,以后会产生更多，变相的一夫多妻,16,1,"['三妻四妾', '一夫多妻', '有钱人', '富人', '富豪', '一妻多夫', '穷人', '纳妾', '老婆', '变相']","['以后 三妻四妾', '三妻四妾', '三妻四妾']",Deinstitutionalization of Marriage,Morality
Yunnan,2022-8-18 16:56,结婚证可以取消了，实现爱情自由！,154,0,"['取消', '结婚证', '婚姻登记', '婚姻法', '防火', '解除', '注销', '防盗', '撤销', '作废']","['结婚证 取消', '取消 结婚证', '取消 结婚证']",Deinstitutionalization of Marriage,Legislation
Anhui,2024-6-13 7:27,想起来王思聪的孩子,110,0,"['王思聪', '王家', '起诉', '王健林', '刚刷', '王思聪生', '诉讼', '老王', '虚假', '严惩不贷']","['王思聪 :', '王思聪', '王思聪']",Deinstitutionalization of Marriage,Morality
Yunnan,2023-11-18 12:44,我是担心会有疾病传染。,181,0,"['精神', '焦虑', '艾滋病', '陈博士', '心理医生', '心理学', '得不到', '变态心理', '妇科医生', '消失']","['讲 精神', '精神 支持', '精神 支持']",Financial Cost,Healthcare
Anhui,2023-5-6 19:19,你是嫡长女,66,0,"['女儿', '儿子', '闺女', '生个', '两个', '以后', '将来', '02', '儿女', '三儿']","['想 女儿 以后 结婚 生 孩子 想', '想 女儿', '女儿 想']",Reproduction,Carry on the Family Line
Guangxi,2023-11-8 15:50,根本就不想领结婚证,90,0,"['结婚证', '意义', '婚礼', '证明', '一张', '只能', '没用', '张纸', '干嘛', '捆住']","['想 结婚证', '结婚证', '补 结婚证']",Deinstitutionalization of Marriage,Marriage
Jiangsu,2024-6-11 12:59,先码住,61,0,"['哈哈哈', '哈哈哈哈', '专用', '热度', '我天', '思聪', '快来', '码住', '四眼', '来来来']","['哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈', '哈哈哈哈 哈哈哈 哈哈哈 哈哈哈']",Individualism,Diversity
Hebei,2023-8-18 12:27,我就是所谓的不要逼脸是吧？,89,0,"['无耻', '礼义廉耻', '不要脸', '廉耻', '不以为耻', '至极', '礼仪之邦', '厚颜无耻', '不知廉耻', '印度']","['真 无耻', '无耻', '礼义廉耻 无耻']",Deinstitutionalization of Marriage,Morality
Fujian,2023-10-5 14:47,可做不了单亲爸爸,10,0,"['单亲', '单亲家庭', '妈妈', '单身', '双亲', '家庭', '成长', '爸爸', '心理', '父爱']","['支持 单亲 妈妈', '单亲 妈妈', '喊 单亲 妈妈']",Individualism,Traditional Family
Xinjiang,2024-6-13 15:28,我要是有这条件，也一定不要男人,13,0,"['男人', '男性', '女人', '男生', '男女平等', '光棍', '女生', '女孩', '干嘛', '支持']","['男人 死', '男人 真 没', '没 男人 死']",Individualism,Gender Equality
Shandong,2023-3-12 11:24,旧社会的女孩也不会 没结婚就怀孕   这没毛病吧,139,0,"['未婚', '不婚', '未婚先孕', '不育', '结婚', '就生', '结过婚', '保平安', '没生', '先育']","['现在 很多 没有 结婚 就生 孩子', '妈妈 没 结婚 就生 网上 好多 可怕 爸爸 感觉 没 爸爸 快乐 知道', '未婚 妈妈 小孩 已经 8 岁']",Deinstitutionalization of Marriage,Marriage
Hunan,2024-6-11 6:17,这不都是好处嘛哈哈哈哈哈,11,0,"['坏处', '好处', '全是', '起来', '利大于弊', '哈哈哈', '听到', '好像', '一听', '六个']","['坏处 听 想 好处', '坏处 好处', '坏处 好处']",Individualism,Diversity
Shanxi,2023-2-2 9:28,只要出生率，,3,0,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Zhejiang,2023-2-2 4:51,世界乱套了,2,1,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Jiangsu,2023-2-19 19:17,你给老爷款爷私生子，还想花平头百姓的💰？,17,1,"['私生子', '私生', '合法化', '无辜', '外面', '合法', '教授', '遍地', '家产', '规定']","['私生子', '私生子 ', '问 私生子']",Deinstitutionalization of Marriage,Morality
Guangxi,2024-5-14 15:39,我儿子六个月。没领证,70,0,"['领证', '只生', '婚礼', '行不行', '结婚证', '不生', '怀孕', '一起', '酒席', '两个']","['没 领证 抢 孩子', '想 领证 生 孩子', '孩子 7 岁 领证']",Deinstitutionalization of Marriage,Legislation
Sichuan,2022-10-28 0:14,*       可以哦,4,0,"['严浩翔', '伟大', '推恩', '开绿灯', '林子', '暧昧', '泰裤', '操作', '黄色', '裂开']","['严浩翔 以后 不能 捐 一个', '严浩翔 捐 一个', '严浩翔 捐 一个']",Financial Cost,Healthcare
Fujian,2024-2-10 9:06,这样以后就不需要彩礼了！,130,0,"['彩礼', '不用', '高价', '嫁妆', '车子', '车房', '男方', '婚礼', '一个肚子', '这下']","['不用 出 彩礼', '没 结婚 没 彩礼', '真 省 彩礼 钱']",Financial Cost,Wealth
Shandong,2023-8-24 12:27,哇 你也可以这样,4,0,"['严浩翔', '伟大', '推恩', '开绿灯', '林子', '暧昧', '泰裤', '操作', '黄色', '裂开']","['严浩翔 以后 不能 捐 一个', '严浩翔 捐 一个', '严浩翔 捐 一个']",Financial Cost,Healthcare
